date,occupation,status,count
29/09/2016,Software development and technology,new,47.99721836
29/09/2016,Writing and translation,new,18.28465461
30/09/2016,Clerical and data entry,new,14.55004379
30/09/2016,Creative and multimedia,new,29.68268686
30/09/2016,Professional services,new,2.659042909
30/09/2016,Sales and marketing support,new,11.30840159
30/09/2016,Software development and technology,new,46.75732756
30/09/2016,Writing and translation,new,15.43141194
01/10/2016,Clerical and data entry,new,15.65548859
01/10/2016,Creative and multimedia,new,25.18621542
01/10/2016,Professional services,new,1.956936074
01/10/2016,Sales and marketing support,new,8.9331891
01/10/2016,Software development and technology,new,40.82676557
01/10/2016,Writing and translation,new,14.20645959
02/10/2016,Clerical and data entry,new,13.29521455
02/10/2016,Creative and multimedia,new,19.106269
02/10/2016,Professional services,new,1.508782774
02/10/2016,Sales and marketing support,new,6.483284397
02/10/2016,Software development and technology,new,33.05877505
02/10/2016,Writing and translation,new,11.14407871
03/10/2016,Clerical and data entry,new,11.20383248
03/10/2016,Creative and multimedia,new,17.38834801
03/10/2016,Professional services,new,1.314583011
03/10/2016,Sales and marketing support,new,7.215268119
03/10/2016,Software development and technology,new,27.15808994
03/10/2016,Writing and translation,new,9.680111266
04/10/2016,Clerical and data entry,new,16.04388812
04/10/2016,Creative and multimedia,new,24.12558595
04/10/2016,Professional services,new,2.599289136
04/10/2016,Sales and marketing support,new,11.15901715
04/10/2016,Software development and technology,new,36.53943234
04/10/2016,Writing and translation,new,11.95075465
05/10/2016,Clerical and data entry,new,20.71962087
05/10/2016,Creative and multimedia,new,31.50517694
05/10/2016,Professional services,new,2.659042909
05/10/2016,Sales and marketing support,new,12.78730747
05/10/2016,Software development and technology,new,46.23448205
05/10/2016,Writing and translation,new,15.64055015
06/10/2016,Clerical and data entry,new,22.91557204
06/10/2016,Creative and multimedia,new,37.1817854
06/10/2016,Professional services,new,2.47978159
06/10/2016,Sales and marketing support,new,12.24952352
06/10/2016,Software development and technology,new,48.81883274
06/10/2016,Writing and translation,new,23.22927935
07/10/2016,Clerical and data entry,new,18.79256169
07/10/2016,Creative and multimedia,new,23.88657085
07/10/2016,Professional services,new,2.47978159
07/10/2016,Sales and marketing support,new,11.98063154
07/10/2016,Software development and technology,new,53.47962705
07/10/2016,Writing and translation,new,11.30840159
08/10/2016,Clerical and data entry,new,18.73280791
08/10/2016,Creative and multimedia,new,25.64930717
08/10/2016,Professional services,new,2.464843146
08/10/2016,Sales and marketing support,new,8.963065987
08/10/2016,Software development and technology,new,40.45330449
08/10/2016,Writing and translation,new,15.43141194
09/10/2016,Clerical and data entry,new,13.29391174
09/10/2016,Creative and multimedia,new,19.11288457
09/10/2016,Professional services,new,1.512529121
09/10/2016,Sales and marketing support,new,6.478597609
09/10/2016,Software development and technology,new,33.05682242
09/10/2016,Writing and translation,new,11.14117548
10/10/2016,Clerical and data entry,new,11.19709336
10/10/2016,Creative and multimedia,new,17.3847609
10/10/2016,Professional services,new,1.315138237
10/10/2016,Sales and marketing support,new,7.21883231
10/10/2016,Software development and technology,new,27.16308669
10/10/2016,Writing and translation,new,9.681253272
11/10/2016,Clerical and data entry,new,18.44897749
11/10/2016,Creative and multimedia,new,24.03595529
11/10/2016,Professional services,new,2.225828053
11/10/2016,Sales and marketing support,new,11.21877093
11/10/2016,Software development and technology,new,34.86632669
11/10/2016,Writing and translation,new,12.32421573
12/10/2016,Clerical and data entry,new,18.77762324
12/10/2016,Creative and multimedia,new,25.33559986
12/10/2016,Professional services,new,2.405089373
12/10/2016,Sales and marketing support,new,11.50260135
12/10/2016,Software development and technology,new,41.05084222
12/10/2016,Writing and translation,new,14.69942822
13/10/2016,Clerical and data entry,new,21.85494256
13/10/2016,Creative and multimedia,new,29.9366404
13/10/2016,Professional services,new,2.584350693
13/10/2016,Sales and marketing support,new,11.98063154
13/10/2016,Software development and technology,new,44.42693041
13/10/2016,Writing and translation,new,16.26796477
14/10/2016,Clerical and data entry,new,15.78993458
14/10/2016,Creative and multimedia,new,28.00958121
14/10/2016,Professional services,new,2.21088961
14/10/2016,Sales and marketing support,new,10.39715654
14/10/2016,Software development and technology,new,42.02184103
14/10/2016,Writing and translation,new,13.7284294
15/10/2016,Clerical and data entry,new,19.01663834
15/10/2016,Creative and multimedia,new,23.93138618
15/10/2016,Professional services,new,2.25570494
15/10/2016,Sales and marketing support,new,9.441096173
15/10/2016,Software development and technology,new,38.4216762
15/10/2016,Writing and translation,new,13.14583011
16/10/2016,Clerical and data entry,new,14.19152115
16/10/2016,Creative and multimedia,new,18.70293103
16/10/2016,Professional services,new,1.523721218
16/10/2016,Sales and marketing support,new,6.976253026
16/10/2016,Software development and technology,new,31.31097718
16/10/2016,Writing and translation,new,10.36727966
17/10/2016,Clerical and data entry,new,12.86199969
17/10/2016,Creative and multimedia,new,17.522794
17/10/2016,Professional services,new,1.673105651
17/10/2016,Sales and marketing support,new,7.693298305
17/10/2016,Software development and technology,new,25.82856849
17/10/2016,Writing and translation,new,9.187142636
18/10/2016,Clerical and data entry,new,18.89713079
18/10/2016,Creative and multimedia,new,23.81187864
18/10/2016,Professional services,new,2.181012723
18/10/2016,Sales and marketing support,new,10.3822181
18/10/2016,Software development and technology,new,35.92695616
18/10/2016,Writing and translation,new,13.25039922
19/10/2016,Clerical and data entry,new,19.52454541
19/10/2016,Creative and multimedia,new,28.92082625
19/10/2016,Professional services,new,2.136197393
19/10/2016,Sales and marketing support,new,11.95075465
19/10/2016,Software development and technology,new,44.2177922
19/10/2016,Writing and translation,new,15.40153505
20/10/2016,Clerical and data entry,new,20.22665224
20/10/2016,Creative and multimedia,new,27.72575079
20/10/2016,Professional services,new,2.3453356
20/10/2016,Sales and marketing support,new,11.726678
20/10/2016,Software development and technology,new,43.75470046
20/10/2016,Writing and translation,new,15.0728893
21/10/2016,Clerical and data entry,new,19.39009942
21/10/2016,Creative and multimedia,new,27.17302838
21/10/2016,Professional services,new,2.330397157
21/10/2016,Sales and marketing support,new,10.62123319
21/10/2016,Software development and technology,new,44.3223613
21/10/2016,Writing and translation,new,16.19327255
22/10/2016,Clerical and data entry,new,23.15458713
22/10/2016,Creative and multimedia,new,25.29078453
22/10/2016,Professional services,new,2.181012723
22/10/2016,Sales and marketing support,new,8.634420234
22/10/2016,Software development and technology,new,37.46561582
22/10/2016,Writing and translation,new,13.57904497
23/10/2016,Clerical and data entry,new,13.53422964
23/10/2016,Creative and multimedia,new,15.16251996
23/10/2016,Professional services,new,1.463967444
23/10/2016,Sales and marketing support,new,6.274146191
23/10/2016,Software development and technology,new,32.25209911
23/10/2016,Writing and translation,new,11.03950961
24/10/2016,Clerical and data entry,new,13.50435275
24/10/2016,Creative and multimedia,new,14.74424355
24/10/2016,Professional services,new,1.658167208
24/10/2016,Sales and marketing support,new,6.304023077
24/10/2016,Software development and technology,new,28.05439654
24/10/2016,Writing and translation,new,10.50172565
25/10/2016,Clerical and data entry,new,19.94282182
25/10/2016,Creative and multimedia,new,18.56848504
25/10/2016,Professional services,new,2.584350693
25/10/2016,Sales and marketing support,new,11.20383248
25/10/2016,Software development and technology,new,37.65981559
25/10/2016,Writing and translation,new,11.39803225
26/10/2016,Clerical and data entry,new,20.64492866
26/10/2016,Creative and multimedia,new,24.46917014
26/10/2016,Professional services,new,2.539535363
26/10/2016,Sales and marketing support,new,12.08520064
26/10/2016,Software development and technology,new,49.87946222
26/10/2016,Writing and translation,new,15.8646268
27/10/2016,Clerical and data entry,new,19.8681296
27/10/2016,Creative and multimedia,new,22.39272652
27/10/2016,Professional services,new,2.16607428
27/10/2016,Sales and marketing support,new,10.97975583
27/10/2016,Software development and technology,new,47.63869572
27/10/2016,Writing and translation,new,16.9700716
28/10/2016,Clerical and data entry,new,17.37340957
28/10/2016,Creative and multimedia,new,20.62999021
28/10/2016,Professional services,new,2.330397157
28/10/2016,Sales and marketing support,new,10.20295678
28/10/2016,Software development and technology,new,44.65100706
28/10/2016,Writing and translation,new,14.35584402
29/10/2016,Clerical and data entry,new,18.44897749
29/10/2016,Creative and multimedia,new,18.98676145
29/10/2016,Professional services,new,1.822490084
29/10/2016,Sales and marketing support,new,8.156390048
29/10/2016,Software development and technology,new,39.01921393
29/10/2016,Writing and translation,new,12.41384639
30/10/2016,Clerical and data entry,new,14.01225983
30/10/2016,Creative and multimedia,new,14.60979756
30/10/2016,Professional services,new,1.239890795
30/10/2016,Sales and marketing support,new,6.274146191
30/10/2016,Software development and technology,new,32.81975995
30/10/2016,Writing and translation,new,10.87518673
31/10/2016,Clerical and data entry,new,13.7284294
31/10/2016,Creative and multimedia,new,13.10101478
31/10/2016,Professional services,new,1.224952352
31/10/2016,Sales and marketing support,new,6.931437696
31/10/2016,Software development and technology,new,27.3522897
31/10/2016,Writing and translation,new,8.724050894
01/11/2016,Clerical and data entry,new,22.1088961
01/11/2016,Creative and multimedia,new,17.40328646
01/11/2016,Professional services,new,2.195951167
01/11/2016,Sales and marketing support,new,10.66604852
01/11/2016,Software development and technology,new,34.53768094
01/11/2016,Writing and translation,new,10.11332612
02/11/2016,Clerical and data entry,new,21.01838974
02/11/2016,Creative and multimedia,new,22.15371143
02/11/2016,Professional services,new,3.405965075
02/11/2016,Sales and marketing support,new,11.59223201
02/11/2016,Software development and technology,new,44.71076083
02/11/2016,Writing and translation,new,14.75918199
03/11/2016,Clerical and data entry,new,22.84087982
03/11/2016,Creative and multimedia,new,22.03420388
03/11/2016,Professional services,new,2.494720033
03/11/2016,Sales and marketing support,new,10.53160253
03/11/2016,Software development and technology,new,45.0095297
03/11/2016,Writing and translation,new,16.64142585
04/11/2016,Clerical and data entry,new,22.75124916
04/11/2016,Creative and multimedia,new,22.2134652
04/11/2016,Professional services,new,2.375212486
04/11/2016,Sales and marketing support,new,11.42790913
04/11/2016,Software development and technology,new,46.78720445
04/11/2016,Writing and translation,new,12.92175346
05/11/2016,Clerical and data entry,new,23.30397157
05/11/2016,Creative and multimedia,new,19.79343739
05/11/2016,Professional services,new,1.98681296
05/11/2016,Sales and marketing support,new,9.24689641
05/11/2016,Software development and technology,new,40.48318137
05/11/2016,Writing and translation,new,13.47447587
06/11/2016,Clerical and data entry,new,14.0108094
06/11/2016,Creative and multimedia,new,14.61540561
06/11/2016,Professional services,new,1.242789473
06/11/2016,Sales and marketing support,new,6.278233108
06/11/2016,Software development and technology,new,32.82047161
06/11/2016,Writing and translation,new,10.86849293
07/11/2016,Clerical and data entry,new,18.40416216
07/11/2016,Creative and multimedia,new,20.25652913
07/11/2016,Professional services,new,2.733735126
07/11/2016,Sales and marketing support,new,8.679235564
07/11/2016,Software development and technology,new,40.73713491
07/11/2016,Writing and translation,new,13.45953742
08/11/2016,Clerical and data entry,new,25.06670788
08/11/2016,Creative and multimedia,new,18.88219235
08/11/2016,Professional services,new,2.39015093
08/11/2016,Sales and marketing support,new,10.18801834
08/11/2016,Software development and technology,new,36.34523258
08/11/2016,Writing and translation,new,11.1739556
09/11/2016,Clerical and data entry,new,23.453356
09/11/2016,Creative and multimedia,new,23.18446402
09/11/2016,Professional services,new,2.25570494
09/11/2016,Sales and marketing support,new,10.81543296
09/11/2016,Software development and technology,new,46.36892804
09/11/2016,Writing and translation,new,14.77412043
10/11/2016,Clerical and data entry,new,20.86900531
10/11/2016,Creative and multimedia,new,20.24159069
10/11/2016,Professional services,new,1.867305414
10/11/2016,Sales and marketing support,new,9.396280843
10/11/2016,Software development and technology,new,38.54118374
10/11/2016,Writing and translation,new,13.48941431
11/11/2016,Clerical and data entry,new,24.06583217
11/11/2016,Creative and multimedia,new,20.36109823
11/11/2016,Professional services,new,2.16607428
11/11/2016,Sales and marketing support,new,10.44197187
11/11/2016,Software development and technology,new,42.60444032
11/11/2016,Writing and translation,new,14.05707516
12/11/2016,Clerical and data entry,new,20.25652913
12/11/2016,Creative and multimedia,new,20.04739092
12/11/2016,Professional services,new,2.046566734
12/11/2016,Sales and marketing support,new,8.634420234
12/11/2016,Software development and technology,new,41.93221037
12/11/2016,Writing and translation,new,13.60892186
13/11/2016,Clerical and data entry,new,15.76005769
13/11/2016,Creative and multimedia,new,15.34178128
13/11/2016,Professional services,new,1.971874517
13/11/2016,Sales and marketing support,new,5.661670015
13/11/2016,Software development and technology,new,33.14840571
13/11/2016,Writing and translation,new,12.32421573
14/11/2016,Clerical and data entry,new,13.65373719
14/11/2016,Creative and multimedia,new,14.16164426
14/11/2016,Professional services,new,1.359398341
14/11/2016,Sales and marketing support,new,7.289960336
14/11/2016,Software development and technology,new,28.23365786
14/11/2016,Writing and translation,new,9.635295936
15/11/2016,Clerical and data entry,new,21.49641992
15/11/2016,Creative and multimedia,new,19.18096121
15/11/2016,Professional services,new,2.21088961
15/11/2016,Sales and marketing support,new,10.78555607
15/11/2016,Software development and technology,new,38.64575285
15/11/2016,Writing and translation,new,12.96656879
16/11/2016,Clerical and data entry,new,20.24159069
16/11/2016,Creative and multimedia,new,24.12558595
16/11/2016,Professional services,new,2.659042909
16/11/2016,Sales and marketing support,new,11.09926338
16/11/2016,Software development and technology,new,48.355741
16/11/2016,Writing and translation,new,16.3127801
17/11/2016,Clerical and data entry,new,20.46566734
17/11/2016,Creative and multimedia,new,24.20027816
17/11/2016,Professional services,new,3.211765312
17/11/2016,Sales and marketing support,new,10.09838768
17/11/2016,Software development and technology,new,46.63782002
17/11/2016,Writing and translation,new,22.69149539
18/11/2016,Clerical and data entry,new,23.0052027
18/11/2016,Creative and multimedia,new,24.15546283
18/11/2016,Professional services,new,2.225828053
18/11/2016,Sales and marketing support,new,11.02457116
18/11/2016,Software development and technology,new,58.36449802
18/11/2016,Writing and translation,new,10.03863391
19/11/2016,Clerical and data entry,new,20.92875908
19/11/2016,Creative and multimedia,new,21.18271262
19/11/2016,Professional services,new,2.3453356
19/11/2016,Sales and marketing support,new,8.738989337
19/11/2016,Software development and technology,new,44.41199196
19/11/2016,Writing and translation,new,14.57992067
20/11/2016,Clerical and data entry,new,14.1765827
20/11/2016,Creative and multimedia,new,15.89450368
20/11/2016,Professional services,new,1.628290321
20/11/2016,Sales and marketing support,new,6.602791944
20/11/2016,Software development and technology,new,32.10271468
20/11/2016,Writing and translation,new,11.95075465
21/11/2016,Clerical and data entry,new,13.29521455
21/11/2016,Creative and multimedia,new,14.66955133
21/11/2016,Professional services,new,1.314583011
21/11/2016,Sales and marketing support,new,7.334775666
21/11/2016,Software development and technology,new,31.81888425
21/11/2016,Writing and translation,new,8.783804667
22/11/2016,Clerical and data entry,new,21.70555813
22/11/2016,Creative and multimedia,new,20.68974399
22/11/2016,Professional services,new,2.375212486
22/11/2016,Sales and marketing support,new,10.57641786
22/11/2016,Software development and technology,new,44.3223613
22/11/2016,Writing and translation,new,13.34002988
23/11/2016,Clerical and data entry,new,21.84000412
23/11/2016,Creative and multimedia,new,21.24246639
23/11/2016,Professional services,new,2.30052027
23/11/2016,Sales and marketing support,new,10.24777211
23/11/2016,Software development and technology,new,49.59563179
23/11/2016,Writing and translation,new,14.69942822
24/11/2016,Clerical and data entry,new,18.74774636
24/11/2016,Creative and multimedia,new,21.78025035
24/11/2016,Professional services,new,2.195951167
24/11/2016,Sales and marketing support,new,10.12826456
24/11/2016,Software development and technology,new,45.0095297
24/11/2016,Writing and translation,new,16.94019471
25/11/2016,Clerical and data entry,new,18.70293103
25/11/2016,Creative and multimedia,new,18.64317725
25/11/2016,Professional services,new,1.598413434
25/11/2016,Sales and marketing support,new,9.037758203
25/11/2016,Software development and technology,new,43.08247051
25/11/2016,Writing and translation,new,14.81893576
26/11/2016,Clerical and data entry,new,14.47535157
26/11/2016,Creative and multimedia,new,16.50697986
26/11/2016,Professional services,new,1.822490084
26/11/2016,Sales and marketing support,new,7.827744295
26/11/2016,Software development and technology,new,35.22484933
26/11/2016,Writing and translation,new,12.11507753
27/11/2016,Clerical and data entry,new,11.50260135
27/11/2016,Creative and multimedia,new,13.68361407
27/11/2016,Professional services,new,1.449029001
27/11/2016,Sales and marketing support,new,6.065007984
27/11/2016,Software development and technology,new,29.29428733
27/11/2016,Writing and translation,new,10.14320301
28/11/2016,Clerical and data entry,new,13.29521455
28/11/2016,Creative and multimedia,new,13.60892186
28/11/2016,Professional services,new,1.374336785
28/11/2016,Sales and marketing support,new,7.140575903
28/11/2016,Software development and technology,new,28.20378097
28/11/2016,Writing and translation,new,9.321588626
29/11/2016,Clerical and data entry,new,7.917374955
29/11/2016,Creative and multimedia,new,21.86988101
29/11/2016,Professional services,new,3.166949982
29/11/2016,Sales and marketing support,new,10.94987895
29/11/2016,Software development and technology,new,44.44186885
29/11/2016,Writing and translation,new,13.71349096
30/11/2016,Clerical and data entry,new,49.26698604
30/11/2016,Creative and multimedia,new,22.6616185
30/11/2016,Professional services,new,3.062380879
30/11/2016,Sales and marketing support,new,11.93581621
30/11/2016,Software development and technology,new,49.38649359
30/11/2016,Writing and translation,new,16.19327255
01/12/2016,Clerical and data entry,new,21.57111214
01/12/2016,Creative and multimedia,new,21.12295884
01/12/2016,Professional services,new,2.584350693
01/12/2016,Sales and marketing support,new,9.15726575
01/12/2016,Software development and technology,new,45.15891413
01/12/2016,Writing and translation,new,16.50697986
02/12/2016,Clerical and data entry,new,13.39978365
02/12/2016,Creative and multimedia,new,19.77849894
02/12/2016,Professional services,new,2.554473806
02/12/2016,Sales and marketing support,new,9.620357492
02/12/2016,Software development and technology,new,46.51831247
02/12/2016,Writing and translation,new,14.56498223
03/12/2016,Clerical and data entry,new,24.30484727
03/12/2016,Creative and multimedia,new,20.03245248
03/12/2016,Professional services,new,2.47978159
03/12/2016,Sales and marketing support,new,8.88837377
03/12/2016,Software development and technology,new,43.41111626
03/12/2016,Writing and translation,new,13.56410653
04/12/2016,Clerical and data entry,new,16.05882656
04/12/2016,Creative and multimedia,new,15.02807397
04/12/2016,Professional services,new,1.673105651
04/12/2016,Sales and marketing support,new,5.960438881
04/12/2016,Software development and technology,new,33.47705146
04/12/2016,Writing and translation,new,12.35409262
05/12/2016,Clerical and data entry,new,12.96656879
05/12/2016,Creative and multimedia,new,14.44547468
05/12/2016,Professional services,new,1.658167208
05/12/2016,Sales and marketing support,new,6.72229949
05/12/2016,Software development and technology,new,30.99726987
05/12/2016,Writing and translation,new,9.575542162
06/12/2016,Clerical and data entry,new,18.89713079
06/12/2016,Creative and multimedia,new,19.91294493
06/12/2016,Professional services,new,2.405089373
06/12/2016,Sales and marketing support,new,10.26271055
06/12/2016,Software development and technology,new,40.10972029
06/12/2016,Writing and translation,new,12.36903106
07/12/2016,Clerical and data entry,new,18.55354659
07/12/2016,Creative and multimedia,new,21.27234328
07/12/2016,Professional services,new,2.793488899
07/12/2016,Sales and marketing support,new,10.4867872
07/12/2016,Software development and technology,new,46.32411271
07/12/2016,Writing and translation,new,14.93844331
08/12/2016,Clerical and data entry,new,23.51310977
08/12/2016,Creative and multimedia,new,23.36372534
08/12/2016,Professional services,new,2.778550456
08/12/2016,Sales and marketing support,new,10.15814145
08/12/2016,Software development and technology,new,45.0095297
08/12/2016,Writing and translation,new,14.14670582
09/12/2016,Clerical and data entry,new,20.22665224
09/12/2016,Creative and multimedia,new,21.16777417
09/12/2016,Professional services,new,2.405089373
09/12/2016,Sales and marketing support,new,9.695049709
09/12/2016,Software development and technology,new,45.44274455
09/12/2016,Writing and translation,new,14.19152115
10/12/2016,Clerical and data entry,new,19.27059187
10/12/2016,Creative and multimedia,new,20.6598671
10/12/2016,Professional services,new,2.046566734
10/12/2016,Sales and marketing support,new,7.663421419
10/12/2016,Software development and technology,new,43.08247051
10/12/2016,Writing and translation,new,13.68361407
11/12/2016,Clerical and data entry,new,12.60804615
11/12/2016,Creative and multimedia,new,15.56585793
11/12/2016,Professional services,new,1.299644568
11/12/2016,Sales and marketing support,new,6.184515531
11/12/2016,Software development and technology,new,32.76000618
11/12/2016,Writing and translation,new,10.41209499
12/12/2016,Clerical and data entry,new,12.86199969
12/12/2016,Creative and multimedia,new,13.50435275
12/12/2016,Professional services,new,1.658167208
12/12/2016,Sales and marketing support,new,7.021068356
12/12/2016,Software development and technology,new,30.38479369
12/12/2016,Writing and translation,new,9.02281976
13/12/2016,Clerical and data entry,new,5.407716479
13/12/2016,Creative and multimedia,new,18.35934683
13/12/2016,Professional services,new,2.240766497
13/12/2016,Sales and marketing support,new,10.277649
13/12/2016,Software development and technology,new,37.04733941
13/12/2016,Writing and translation,new,11.12914027
14/12/2016,Clerical and data entry,new,18.55608969
14/12/2016,Creative and multimedia,new,21.26975142
14/12/2016,Professional services,new,2.791323159
14/12/2016,Sales and marketing support,new,10.48934179
14/12/2016,Software development and technology,new,46.32411477
14/12/2016,Writing and translation,new,14.93764504
15/12/2016,Clerical and data entry,new,21.39185082
15/12/2016,Creative and multimedia,new,30.75825478
15/12/2016,Professional services,new,3.346211302
15/12/2016,Sales and marketing support,new,15.0728893
15/12/2016,Software development and technology,new,62.65183125
15/12/2016,Writing and translation,new,21.5561737
16/12/2016,Clerical and data entry,new,20.22076327
16/12/2016,Creative and multimedia,new,21.16332941
16/12/2016,Professional services,new,2.401374054
16/12/2016,Sales and marketing support,new,9.701498057
16/12/2016,Software development and technology,new,45.44280855
16/12/2016,Writing and translation,new,14.19839126
17/12/2016,Clerical and data entry,new,19.26670705
17/12/2016,Creative and multimedia,new,20.66690544
17/12/2016,Professional services,new,2.04451907
17/12/2016,Sales and marketing support,new,7.665233729
17/12/2016,Software development and technology,new,43.07987143
17/12/2016,Writing and translation,new,13.68810189
18/12/2016,Clerical and data entry,new,12.60939309
18/12/2016,Creative and multimedia,new,15.56192978
18/12/2016,Professional services,new,1.294664031
18/12/2016,Sales and marketing support,new,6.184531762
18/12/2016,Software development and technology,new,32.76206283
18/12/2016,Writing and translation,new,10.41614656
19/12/2016,Clerical and data entry,new,16.98501004
19/12/2016,Creative and multimedia,new,28.1440272
19/12/2016,Professional services,new,2.763612013
19/12/2016,Sales and marketing support,new,11.66692423
19/12/2016,Software development and technology,new,64.07098336
19/12/2016,Writing and translation,new,17.64230155
20/12/2016,Clerical and data entry,new,5.400965859
20/12/2016,Creative and multimedia,new,18.35362963
20/12/2016,Professional services,new,2.239657818
20/12/2016,Sales and marketing support,new,10.27321235
20/12/2016,Software development and technology,new,37.048207
20/12/2016,Writing and translation,new,11.13574882
21/12/2016,Clerical and data entry,new,19.73368361
21/12/2016,Creative and multimedia,new,22.15371143
21/12/2016,Professional services,new,2.449904703
21/12/2016,Sales and marketing support,new,10.99469428
21/12/2016,Software development and technology,new,48.11672591
21/12/2016,Writing and translation,new,13.22052233
22/12/2016,Clerical and data entry,new,25.47004585
22/12/2016,Creative and multimedia,new,20.06232937
22/12/2016,Professional services,new,2.03162829
22/12/2016,Sales and marketing support,new,9.411219286
22/12/2016,Software development and technology,new,44.12816154
22/12/2016,Writing and translation,new,13.04126101
23/12/2016,Clerical and data entry,new,6.85674548
23/12/2016,Creative and multimedia,new,19.85319116
23/12/2016,Professional services,new,2.30052027
23/12/2016,Sales and marketing support,new,8.70911245
23/12/2016,Software development and technology,new,42.17122547
23/12/2016,Writing and translation,new,14.0720136
24/12/2016,Clerical and data entry,new,16.88044094
24/12/2016,Creative and multimedia,new,18.22490084
24/12/2016,Professional services,new,1.732859424
24/12/2016,Sales and marketing support,new,7.708236749
24/12/2016,Software development and technology,new,38.13784577
24/12/2016,Writing and translation,new,11.42790913
25/12/2016,Clerical and data entry,new,12.45866172
25/12/2016,Creative and multimedia,new,11.75655489
25/12/2016,Professional services,new,1.359398341
25/12/2016,Sales and marketing support,new,5.138824499
25/12/2016,Software development and technology,new,28.63699583
25/12/2016,Writing and translation,new,7.409467882
26/12/2016,Clerical and data entry,new,7.782928965
26/12/2016,Creative and multimedia,new,9.127388863
26/12/2016,Professional services,new,1.135321692
26/12/2016,Sales and marketing support,new,3.540411065
26/12/2016,Software development and technology,new,22.70643383
26/12/2016,Writing and translation,new,5.557100912
27/12/2016,Clerical and data entry,new,12.10013908
27/12/2016,Creative and multimedia,new,13.16076856
27/12/2016,Professional services,new,2.07644362
27/12/2016,Sales and marketing support,new,5.497347139
27/12/2016,Software development and technology,new,29.53330243
27/12/2016,Writing and translation,new,8.051820945
28/12/2016,Clerical and data entry,new,19.73717394
28/12/2016,Creative and multimedia,new,22.16045068
28/12/2016,Professional services,new,2.454043581
28/12/2016,Sales and marketing support,new,10.99956572
28/12/2016,Software development and technology,new,48.11454987
28/12/2016,Writing and translation,new,13.21534281
29/12/2016,Clerical and data entry,new,14.63967444
29/12/2016,Creative and multimedia,new,21.04826663
29/12/2016,Professional services,new,2.240766497
29/12/2016,Sales and marketing support,new,10.9349405
29/12/2016,Software development and technology,new,47.81795704
29/12/2016,Writing and translation,new,15.76005769
30/12/2016,Clerical and data entry,new,12.90681502
30/12/2016,Creative and multimedia,new,19.4199763
30/12/2016,Professional services,new,2.330397157
30/12/2016,Sales and marketing support,new,8.649358677
30/12/2016,Software development and technology,new,40.00515119
30/12/2016,Writing and translation,new,12.1748313
31/12/2016,Clerical and data entry,new,11.95075465
31/12/2016,Creative and multimedia,new,16.5219183
31/12/2016,Professional services,new,1.344459898
31/12/2016,Sales and marketing support,new,7.588729202
31/12/2016,Software development and technology,new,36.43486324
31/12/2016,Writing and translation,new,10.66604852
01/01/2017,Clerical and data entry,new,8.768866224
01/01/2017,Creative and multimedia,new,12.69767681
01/01/2017,Professional services,new,1.822490084
01/01/2017,Sales and marketing support,new,5.123886056
01/01/2017,Software development and technology,new,25.85844537
01/01/2017,Writing and translation,new,7.454283212
02/01/2017,Clerical and data entry,new,6.916499253
02/01/2017,Creative and multimedia,new,11.11420182
02/01/2017,Professional services,new,0.926183485
02/01/2017,Sales and marketing support,new,4.391902333
02/01/2017,Software development and technology,new,22.94544893
02/01/2017,Writing and translation,new,6.169577088
03/01/2017,Clerical and data entry,new,9.02281976
03/01/2017,Creative and multimedia,new,16.20821099
03/01/2017,Professional services,new,2.942873332
03/01/2017,Sales and marketing support,new,6.99119147
03/01/2017,Software development and technology,new,37.01746253
03/01/2017,Writing and translation,new,10.36727966
04/01/2017,Clerical and data entry,new,12.13001597
04/01/2017,Creative and multimedia,new,22.15371143
04/01/2017,Professional services,new,2.016689847
04/01/2017,Sales and marketing support,new,9.844434142
04/01/2017,Software development and technology,new,46.81708134
04/01/2017,Writing and translation,new,14.11682893
05/01/2017,Clerical and data entry,new,15.10276619
05/01/2017,Creative and multimedia,new,25.23103075
05/01/2017,Professional services,new,3.166949982
05/01/2017,Sales and marketing support,new,11.81630866
05/01/2017,Software development and technology,new,53.19579663
05/01/2017,Writing and translation,new,15.8646268
06/01/2017,Clerical and data entry,new,16.77639195
06/01/2017,Creative and multimedia,new,25.24729837
06/01/2017,Professional services,new,3.025768943
06/01/2017,Sales and marketing support,new,11.24895461
06/01/2017,Software development and technology,new,52.00494519
06/01/2017,Writing and translation,new,15.8259502
07/01/2017,Clerical and data entry,new,15.54174855
07/01/2017,Creative and multimedia,new,21.48144476
07/01/2017,Professional services,new,1.752905768
07/01/2017,Sales and marketing support,new,9.869975694
07/01/2017,Software development and technology,new,47.36939361
07/01/2017,Writing and translation,new,13.86573868
08/01/2017,Clerical and data entry,new,16.58167208
08/01/2017,Creative and multimedia,new,26.81450574
08/01/2017,Professional services,new,4.018441251
08/01/2017,Sales and marketing support,new,13.66867563
08/01/2017,Software development and technology,new,46.35398959
08/01/2017,Writing and translation,new,16.35759543
09/01/2017,Clerical and data entry,new,10.09838768
09/01/2017,Creative and multimedia,new,15.98413434
09/01/2017,Professional services,new,1.688044094
09/01/2017,Sales and marketing support,new,6.647607273
09/01/2017,Software development and technology,new,34.1791583
09/01/2017,Writing and translation,new,10.14320301
10/01/2017,Clerical and data entry,new,11.84618555
10/01/2017,Creative and multimedia,new,20.77937465
10/01/2017,Professional services,new,2.30052027
